"Year","SoilType","Population","PositionRow","PositionColumn","Edge","Plot_Rep","DateFirstFlower","FlowerColor","Surv_flr","Num_flrs","Num_frts","Numfruits_collected","Num_seeds"
"2014","Sand","F5","F",17,"Non-edge",2,"4/7/14","white",1,6,6,NA,NA
"2014","Sand","SerpPop","F",18,"Non-edge",2,"4/7/14",NA,1,14,12,NA,NA
"2014","Sand","F5","F",19,"Non-edge",2,"3/30/14","pink",1,18,14,NA,NA
"2014","Sand","SerpPop","F",20,"Non-edge",2,"3/19/14",NA,1,24,22,NA,NA
"2014","Sand","F5","F",21,"Non-edge",2,"3/19/14","white",1,NA,NA,NA,NA
"2014","Sand","F5","G",1,"Edge",2,"4/2/14","pink",1,17,15,NA,NA
"2014","Sand","SandPop","G",2,"Non-edge",2,"4/7/14",NA,1,44,37,8,12
"2014","Sand","F5","G",3,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","G",4,"Non-edge",2,"4/9/14","white",1,NA,NA,NA,NA
"2014","Sand","SandPop","G",5,"Non-edge",2,"4/13/14",NA,1,15,12,1,3
"2014","Sand","SerpPop","G",6,"Non-edge",2,"3/14/14",NA,1,23,15,NA,NA
"2014","Sand","SerpPop","G",7,"Non-edge",2,"4/7/14",NA,1,12,11,NA,NA
"2014","Sand","SandPop","G",8,"Non-edge",2,"4/21/14",NA,1,24,12,6,12
"2014","Sand","SerpPop","G",9,"Non-edge",2,"3/19/14",NA,1,10,10,NA,NA
"2014","Sand","SandPop","G",10,"Non-edge",2,"4/16/14",NA,1,8,7,7,55
"2014","Sand","SerpPop","G",11,"Non-edge",2,"3/19/14",NA,1,17,17,NA,NA
"2014","Sand","SandPop","G",12,"Non-edge",2,"4/9/14",NA,1,20,15,2,5
"2014","Sand","F5","G",13,"Non-edge",2,"4/7/14","white",1,11,10,NA,NA
"2014","Sand","SandPop","G",14,"Non-edge",2,"4/9/14",NA,1,17,17,1,2
"2014","Sand","SandPop","G",15,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","G",16,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","G",18,"Non-edge",2,"4/7/14",NA,1,15,14,NA,NA
"2014","Sand","F5","G",19,"Non-edge",2,"3/26/14","pink",1,11,11,NA,NA
"2014","Sand","SandPop","G",20,"Non-edge",2,"4/9/14",NA,1,14,11,2,2
"2014","Sand","SandPop","G",21,"Non-edge",2,"4/2/14",NA,1,13,11,NA,NA
"2014","Sand","SandPop","G",22,"Non-edge",2,"4/9/14",NA,1,11,9,1,1
"2014","Sand","SandPop","H",1,"Edge",2,"4/19/14",NA,1,4,2,1,5
"2014","Sand","SerpPop","H",2,"Non-edge",2,"3/19/14",NA,1,15,13,NA,NA
"2014","Sand","SerpPop","H",3,"Non-edge",2,"3/16/14",NA,1,20,20,NA,NA
"2014","Sand","SerpPop","H",4,"Non-edge",2,"4/7/14",NA,1,8,8,NA,NA
"2014","Sand","SerpPop","H",5,"Non-edge",2,"3/26/14",NA,1,7,7,NA,NA
"2014","Sand","F5","H",6,"Non-edge",2,"4/16/14","white",1,9,7,NA,NA
"2014","Sand","SandPop","H",7,"Non-edge",2,"4/19/14",NA,1,5,5,4,6
"2014","Sand","F5","H",8,"Non-edge",2,"4/21/14","pink",1,12,8,NA,NA
"2014","Sand","SerpPop","H",9,"Non-edge",2,"3/16/14",NA,1,8,6,NA,NA
"2014","Sand","SerpPop","H",10,"Non-edge",2,"3/26/14",NA,1,14,14,NA,NA
"2014","Sand","F5","H",11,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","H",12,"Non-edge",2,"4/9/14",NA,1,18,17,4,7
"2014","Sand","SandPop","H",14,"Non-edge",2,"4/16/14",NA,1,23,9,NA,NA
"2014","Sand","SerpPop","H",15,"Non-edge",2,"3/26/14",NA,1,9,8,1,1
"2014","Sand","F5","H",16,"Non-edge",2,"4/7/14","pink",1,18,13,NA,NA
"2014","Sand","SerpPop","H",17,"Non-edge",2,"4/16/14",NA,1,20,17,1,3
"2014","Sand","SerpPop","H",18,"Non-edge",2,"4/13/14",NA,1,29,26,1,5
"2014","Sand","SandPop","H",20,"Non-edge",2,"4/16/14",NA,1,19,14,8,11
"2014","Sand","F5","H",21,"Non-edge",2,"4/2/14","pink",1,4,2,NA,NA
"2014","Sand","SerpPop","H",22,"Non-edge",2,"4/7/14",NA,1,14,11,NA,NA
"2014","Sand","F5","H",23,"Non-edge",2,"3/30/14","pink",1,11,10,NA,NA
"2014","Sand","SandPop","H",24,"Edge",2,"4/9/14",NA,1,45,30,5,14
"2014","Sand","SerpPop","I",1,"Edge",2,"3/19/14",NA,1,24,19,NA,NA
"2014","Sand","F5","I",2,"Non-edge",2,"3/30/14","pink",1,NA,NA,NA,NA
"2014","Sand","SerpPop","I",3,"Non-edge",2,"3/23/14",NA,1,10,9,NA,NA
"2014","Sand","SandPop","I",4,"Non-edge",2,"4/9/14",NA,1,35,25,13,26
"2014","Sand","F5","I",5,"Non-edge",2,"4/16/14","pink",1,15,7,NA,NA
"2014","Sand","SandPop","I",6,"Non-edge",2,"4/21/14",NA,1,20,10,8,17
"2014","Sand","SandPop","I",7,"Non-edge",2,"4/19/14",NA,1,22,18,9,29
"2014","Sand","SerpPop","I",8,"Non-edge",2,"3/27/14",NA,1,22,14,NA,NA
"2014","Sand","SandPop","I",9,"Non-edge",2,"4/16/14",NA,1,10,8,5,31
"2014","Sand","SandPop","I",10,"Non-edge",2,"4/16/14",NA,1,19,14,6,16
"2014","Sand","SandPop","I",11,"Non-edge",2,"4/13/14",NA,1,8,8,NA,NA
"2014","Sand","SerpPop","I",12,"Non-edge",2,"3/23/14",NA,1,18,8,NA,NA
"2014","Sand","SerpPop","I",13,"Non-edge",2,"4/19/14",NA,1,6,6,1,1
"2014","Sand","SerpPop","I",14,"Non-edge",2,"3/23/14",NA,1,19,18,NA,NA
"2014","Sand","SandPop","I",15,"Non-edge",2,"4/9/14",NA,1,5,4,NA,NA
"2014","Sand","SerpPop","I",16,"Non-edge",2,"3/12/14",NA,1,8,7,NA,NA
"2014","Sand","SandPop","I",17,"Non-edge",2,"4/23/14",NA,1,15,11,10,55
"2014","Sand","F5","I",18,"Non-edge",2,"4/7/14","pink",1,11,11,NA,NA
"2014","Sand","F5","I",19,"Non-edge",2,"4/16/14","pink",1,8,6,NA,NA
"2014","Sand","F5","I",21,"Non-edge",2,"4/9/14","pink",1,12,8,NA,NA
"2014","Sand","SerpPop","I",24,"Edge",2,"3/30/14",NA,1,17,14,3,3
"2014","Sand","F5","J",2,"Non-edge",2,"4/7/14","pink",1,16,15,NA,NA
"2014","Sand","F5","J",3,"Non-edge",2,"4/20/14","pink",1,22,6,NA,NA
"2014","Sand","SerpPop","J",4,"Non-edge",2,"3/14/14",NA,1,12,9,NA,NA
"2014","Sand","SandPop","J",5,"Non-edge",2,"4/9/14",NA,1,8,7,NA,NA
"2014","Sand","SandPop","J",6,"Non-edge",2,"4/19/14",NA,1,6,5,NA,NA
"2014","Sand","SerpPop","J",7,"Non-edge",2,"4/7/14",NA,1,8,8,NA,NA
"2014","Sand","F5","J",8,"Non-edge",2,"3/21/14","pink",1,12,9,NA,NA
"2014","Sand","F5","J",9,"Non-edge",2,"3/23/14","pink",1,19,16,NA,NA
"2014","Sand","SandPop","J",10,"Non-edge",2,"4/19/14",NA,1,8,7,1,2
"2014","Sand","SerpPop","J",11,"Non-edge",2,"3/30/14",NA,1,6,6,NA,NA
"2014","Sand","SandPop","J",12,"Non-edge",2,"4/26/14",NA,1,10,6,6,26
"2014","Sand","SandPop","J",13,"Non-edge",2,"4/7/14",NA,1,14,11,NA,NA
"2014","Sand","SerpPop","J",14,"Non-edge",2,"4/13/14",NA,1,5,4,NA,NA
"2014","Sand","SerpPop","J",15,"Non-edge",2,"3/19/14",NA,1,21,20,NA,NA
"2014","Sand","SerpPop","J",16,"Non-edge",2,"3/12/14",NA,1,19,19,NA,NA
"2014","Sand","SandPop","J",17,"Non-edge",2,"4/13/14",NA,1,5,4,NA,NA
"2014","Sand","F5","J",18,"Non-edge",2,"4/2/14","white",1,35,21,NA,NA
"2014","Sand","SandPop","J",19,"Non-edge",2,"4/19/14",NA,1,19,17,2,10
"2014","Sand","SerpPop","J",20,"Non-edge",2,"3/30/14",NA,1,18,13,1,6
"2014","Sand","SerpPop","J",21,"Non-edge",2,"3/30/14",NA,1,13,13,NA,NA
"2014","Sand","F5","J",22,"Non-edge",2,"3/26/14","pink",1,9,9,NA,NA
"2014","Sand","SandPop","J",23,"Non-edge",2,"4/7/14",NA,1,10,10,NA,NA
"2014","Sand","F5","J",24,"Edge",2,"4/7/14","pink",1,13,6,NA,NA
"2014","Sand","SandPop","K",1,"Edge",2,"4/15/14",NA,1,21,18,14,52
"2014","Sand","SerpPop","K",2,"Non-edge",2,"4/7/14",NA,1,15,13,NA,NA
"2014","Sand","SandPop","K",3,"Non-edge",2,"4/19/14",NA,1,12,11,3,5
"2014","Sand","SandPop","K",4,"Non-edge",2,"4/7/14",NA,1,9,9,NA,NA
"2014","Sand","SandPop","K",5,"Non-edge",2,"4/9/14",NA,1,16,15,1,3
"2014","Sand","F5","K",6,"Non-edge",2,"4/9/14","pink",1,29,24,NA,NA
"2014","Sand","F5","K",7,"Non-edge",2,"4/9/14","pink",1,13,12,NA,NA
"2014","Sand","SandPop","K",8,"Non-edge",2,"4/19/14",NA,1,18,14,9,35
"2014","Sand","SerpPop","K",9,"Non-edge",2,"3/30/14",NA,1,12,11,NA,NA
"2014","Sand","SerpPop","K",10,"Non-edge",2,"4/7/14",NA,1,18,16,NA,NA
"2014","Sand","SerpPop","K",11,"Non-edge",2,"4/2/14",NA,1,14,12,NA,NA
"2014","Sand","SerpPop","K",12,"Non-edge",2,"4/9/14",NA,1,10,9,NA,NA
"2014","Sand","SerpPop","K",13,"Non-edge",2,"4/9/14",NA,1,6,5,NA,NA
"2014","Sand","F5","K",14,"Non-edge",2,"4/16/14","pink",1,6,6,NA,NA
"2014","Sand","SerpPop","K",15,"Non-edge",2,"3/30/14",NA,1,8,7,NA,NA
"2014","Sand","SandPop","K",16,"Non-edge",2,"4/13/14",NA,1,22,18,10,39
"2014","Sand","F5","K",17,"Non-edge",2,"4/7/14","white",1,23,18,NA,NA
"2014","Sand","SandPop","K",18,"Non-edge",2,"4/16/14",NA,1,9,7,NA,NA
"2014","Sand","SandPop","K",19,"Non-edge",2,"4/16/14",NA,1,22,16,8,27
"2014","Sand","SerpPop","K",20,"Non-edge",2,"4/9/14",NA,1,13,12,NA,NA
"2014","Sand","SerpPop","K",21,"Non-edge",2,"4/7/14",NA,1,8,6,1,1
"2014","Sand","SandPop","K",22,"Non-edge",2,"4/13/14",NA,1,11,9,1,1
"2014","Sand","SerpPop","K",23,"Non-edge",2,"3/19/14",NA,1,9,7,NA,NA
"2014","Sand","SerpPop","K",24,"Edge",2,"3/26/14",NA,1,6,6,NA,NA
"2014","Sand","SerpPop","L",1,"Edge",2,"4/2/14",NA,1,14,14,NA,NA
"2014","Sand","SerpPop","L",2,"Non-edge",2,"3/21/14",NA,1,10,9,NA,NA
"2014","Sand","F5","L",3,"Non-edge",2,"4/13/14","pink",1,23,22,NA,NA
"2014","Sand","F5","L",4,"Non-edge",2,"4/4/14","pink",1,24,20,NA,NA
"2014","Sand","SerpPop","L",5,"Non-edge",2,"4/9/14",NA,1,18,17,1,2
"2014","Sand","F5","L",6,"Non-edge",2,"4/2/14","white",1,14,11,NA,NA
"2014","Sand","SandPop","L",7,"Non-edge",2,"4/16/14",NA,1,19,15,3,12
"2014","Sand","SerpPop","L",8,"Non-edge",2,"3/19/14",NA,1,20,19,NA,NA
"2014","Sand","SerpPop","L",9,"Non-edge",2,"3/26/14",NA,1,12,12,NA,NA
"2014","Sand","F5","L",10,"Non-edge",2,"4/13/14","pink",1,25,13,NA,NA
"2014","Sand","SerpPop","L",11,"Non-edge",2,"3/22/14",NA,1,8,8,NA,NA
"2014","Sand","SandPop","L",12,"Non-edge",2,"4/7/14",NA,1,17,14,NA,NA
"2014","Sand","SandPop","L",13,"Non-edge",2,"4/13/14",NA,1,12,10,1,4
"2014","Sand","SandPop","L",14,"Non-edge",2,"4/23/14",NA,1,21,16,NA,NA
"2014","Sand","SerpPop","L",15,"Non-edge",2,"4/13/14",NA,1,9,6,NA,NA
"2014","Sand","F5","L",17,"Non-edge",2,"4/9/14","white",1,12,12,NA,NA
"2014","Sand","SerpPop","L",18,"Non-edge",2,"3/23/14",NA,1,5,5,NA,NA
"2014","Sand","SerpPop","L",19,"Non-edge",2,"4/19/14",NA,1,5,4,NA,NA
"2014","Sand","SerpPop","L",20,"Non-edge",2,"4/9/14",NA,1,8,6,NA,NA
"2014","Sand","SerpPop","L",21,"Non-edge",2,"3/26/14",NA,1,11,9,NA,NA
"2014","Sand","F5","L",22,"Non-edge",2,"4/9/14","pink",1,15,13,NA,NA
"2014","Sand","F5","M",1,"Edge",2,"4/13/14","pink",1,31,25,NA,NA
"2014","Sand","SandPop","M",2,"Non-edge",2,"4/19/14",NA,1,9,3,NA,NA
"2014","Sand","SerpPop","M",3,"Non-edge",2,"3/19/14",NA,1,6,5,NA,NA
"2014","Sand","F5","M",4,"Non-edge",2,"4/19/14","pink",1,2,2,NA,NA
"2014","Sand","SandPop","M",5,"Non-edge",2,"4/23/14",NA,1,6,5,1,2
"2014","Sand","SerpPop","M",6,"Non-edge",2,"3/26/14",NA,1,12,11,NA,NA
"2014","Sand","SerpPop","M",7,"Non-edge",2,"4/2/14",NA,1,7,7,NA,NA
"2014","Sand","SandPop","M",8,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","M",9,"Non-edge",2,"3/26/14",NA,1,5,5,NA,NA
"2014","Sand","SerpPop","M",10,"Non-edge",2,"3/30/14",NA,1,9,8,NA,NA
"2014","Sand","SandPop","M",12,"Non-edge",2,"4/13/14",NA,1,4,4,NA,NA
"2014","Sand","SandPop","M",13,"Non-edge",2,"4/26/14",NA,1,9,8,3,7
"2014","Sand","F5","M",14,"Non-edge",2,"4/16/14","white",1,24,12,NA,NA
"2014","Sand","SandPop","M",16,"Non-edge",2,"4/19/14",NA,1,6,5,2,17
"2014","Sand","SandPop","M",17,"Non-edge",2,"4/19/14",NA,1,14,11,9,49
"2014","Sand","SandPop","M",18,"Non-edge",2,"4/9/14",NA,1,9,8,NA,NA
"2014","Sand","F5","M",20,"Non-edge",2,"4/2/14","white",1,19,15,NA,NA
"2014","Sand","F5","M",21,"Non-edge",2,"4/30/14",NA,1,1,1,NA,NA
"2014","Sand","SandPop","M",22,"Non-edge",2,"4/16/14",NA,1,11,7,4,29
"2014","Sand","F5","M",23,"Non-edge",2,"3/30/14","white",1,11,9,NA,NA
"2014","Sand","F5","N",1,"Edge",2,"4/16/14","white",1,2,2,NA,NA
"2014","Sand","SandPop","N",2,"Edge",2,"4/16/14",NA,1,11,6,4,44
"2014","Sand","F5","N",3,"Edge",2,"4/7/14","white",1,16,13,NA,NA
"2014","Sand","F5","N",4,"Edge",2,"4/9/14","pink",1,15,13,NA,NA
"2014","Sand","F5","N",5,"Edge",2,"3/27/14","pink",1,6,6,NA,NA
"2014","Sand","SandPop","N",6,"Edge",2,"4/23/14",NA,1,6,3,1,6
"2014","Sand","F5","N",7,"Edge",2,"3/19/14","pink",1,NA,NA,NA,NA
"2014","Sand","SerpPop","N",8,"Edge",2,"3/16/14",NA,1,8,8,NA,NA
"2014","Sand","F5","N",10,"Edge",2,"3/30/14","pink",1,5,3,NA,NA
"2014","Sand","F5","N",13,"Edge",2,"3/14/14","white",1,14,12,NA,NA
"2014","Sand","F5","N",14,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","N",15,"Edge",2,"4/9/14",NA,1,24,20,NA,NA
"2014","Sand","SandPop","N",16,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","N",17,"Edge",2,"3/30/14","pink",1,22,20,NA,NA
"2014","Sand","SandPop","N",18,"Edge",2,"4/9/14",NA,1,6,5,NA,NA
"2014","Sand","F5","N",19,"Edge",2,"4/7/14","pink",1,7,7,NA,NA
"2014","Sand","SandPop","N",20,"Edge",2,"4/16/14",NA,1,9,5,4,32
"2014","Sand","SandPop","N",21,"Edge",2,"4/19/14",NA,1,7,6,2,3
"2014","Sand","F5","N",22,"Edge",2,"3/21/14","pink",1,NA,NA,NA,NA
"2014","Sand","SandPop","N",23,"Edge",2,"4/16/14",NA,1,6,5,2,8
"2014","Sand","SandPop","N",24,"Edge",2,"4/13/14",NA,1,14,12,7,32
"2014","Serp","SandPop","A",1,"Edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","F5","A",2,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","A",6,"Edge",1,"3/26/14","pink",1,20,8,3,4
"2014","Serp","F5","A",7,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","A",8,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","A",9,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","A",10,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","A",11,"Edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","F5","A",13,"Edge",1,"4/13/14","pink",1,3,0,NA,NA
"2014","Serp","SandPop","A",16,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","A",18,"Edge",1,"21-Mar","pink",1,8,5,5,29
"2014","Serp","SandPop","A",19,"Edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SerpPop","A",20,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","A",21,"Edge",1,"4/23/14","pink",1,1,0,NA,NA
"2014","Serp","SandPop","A",22,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","A",23,"Edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SandPop","A",24,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","B",1,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","B",2,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","B",3,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","B",4,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","B",6,"Non-edge",1,"3/30/14","pink",1,3,2,NA,NA
"2014","Serp","F5","B",8,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","B",11,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","B",12,"Non-edge",1,NA,"pink",1,41,4,NA,NA
"2014","Serp","SandPop","B",13,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SerpPop","B",14,"Non-edge",1,"23-Mar","pink",1,20,0,NA,NA
"2014","Serp","F5","B",16,"Non-edge",1,"4/2/14","white",1,12,4,NA,NA
"2014","Serp","SandPop","B",18,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","B",19,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","B",20,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","B",21,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","B",23,"Non-edge",1,"3/30/14","pink",1,17,4,3,3
"2014","Serp","SerpPop","B",24,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","C",1,"Edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","F5","C",3,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","C",5,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","C",6,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","C",7,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","C",8,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","C",9,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","C",10,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","C",11,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SandPop","C",12,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","C",13,"Non-edge",1,"3/30/14","pink",1,6,3,NA,NA
"2014","Serp","SerpPop","C",14,"Non-edge",1,"16-Mar","pink",1,24,4,NA,NA
"2014","Serp","SerpPop","C",15,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","C",16,"Non-edge",1,"19-Mar","pink",1,11,7,NA,NA
"2014","Serp","SandPop","C",17,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","C",19,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","C",20,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","C",22,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","C",23,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","D",2,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","D",3,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","D",4,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","D",5,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","D",6,"Non-edge",1,NA,"pink",1,9,2,NA,NA
"2014","Serp","F5","D",8,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","D",10,"Non-edge",1,"19-Mar","pink",1,5,3,NA,NA
"2014","Serp","SandPop","D",11,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","D",12,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","D",13,"Non-edge",1,"3/26/14","pink",1,31,9,NA,NA
"2014","Serp","SerpPop","D",14,"Non-edge",1,"22-Mar","pink",1,9,6,NA,NA
"2014","Serp","F5","D",15,"Non-edge",1,"3/21/14","pink",1,21,9,NA,NA
"2014","Serp","SandPop","D",16,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","D",17,"Non-edge",1,"16-Mar","pink",1,27,15,1,7
"2014","Serp","SerpPop","D",20,"Non-edge",1,"21-Mar","pink",1,19,7,3,9
"2014","Serp","F5","D",21,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","D",22,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SerpPop","D",23,"Non-edge",1,"19-Mar","pink",1,15,9,1,11
"2014","Serp","SerpPop","D",24,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","E",1,"Edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","F5","E",4,"Non-edge",1,"4/7/14","pink",1,7,0,NA,NA
"2014","Serp","SerpPop","E",5,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","E",6,"Non-edge",1,"3/27/14","pink",1,16,9,NA,NA
"2014","Serp","SerpPop","E",7,"Non-edge",1,"19-Mar","pink",1,15,7,1,1
"2014","Serp","F5","E",8,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","E",9,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","E",10,"Non-edge",1,"23-Mar","pink",1,6,3,NA,NA
"2014","Serp","F5","E",11,"Non-edge",1,"3/26/14","pink",1,34,1,NA,NA
"2014","Serp","SerpPop","E",12,"Non-edge",1,"23-Mar","pink",1,40,15,NA,NA
"2014","Serp","SandPop","E",13,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","E",14,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","E",15,"Non-edge",1,"14-Mar","pink",1,18,9,NA,NA
"2014","Serp","F5","E",18,"Non-edge",1,"4/23/14","pink",1,2,0,NA,NA
"2014","Serp","SerpPop","E",19,"Non-edge",1,"3/26/14","pink",1,39,13,2,4
"2014","Serp","SerpPop","E",21,"Non-edge",1,"23-Mar","pink",1,10,8,NA,NA
"2014","Serp","SerpPop","E",22,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SandPop","E",23,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","F5","E",24,"Edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SerpPop","F",3,"Non-edge",1,"14-Mar","pink",1,10,10,NA,NA
"2014","Serp","SandPop","F",5,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","F",6,"Non-edge",1,"3/26/14","pink",1,30,8,2,7
"2014","Serp","SandPop","F",7,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","F",8,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","F",9,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","F",10,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","F",11,"Non-edge",1,"4/7/14","pink",1,19,4,NA,NA
"2014","Serp","F5","F",12,"Non-edge",1,"3/30/14","pink",1,16,6,NA,NA
"2014","Serp","SandPop","F",14,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","F",15,"Non-edge",1,"3/12/14","pink",1,2,1,NA,NA
"2014","Serp","SandPop","F",17,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","F",19,"Non-edge",1,"19-Mar","pink",1,4,0,NA,NA
"2014","Serp","F5","F",20,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","F",22,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","F",23,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","F",24,"Edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","G",2,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SerpPop","G",4,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","G",6,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","G",7,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","G",8,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","G",10,"Non-edge",1,"4/13/14","pink",1,11,1,NA,NA
"2014","Serp","SerpPop","G",11,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","G",13,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SandPop","G",14,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","G",15,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SerpPop","G",16,"Non-edge",1,"21-Mar","pink",1,27,11,NA,NA
"2014","Serp","SandPop","G",17,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","G",18,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","F5","G",19,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Serp","SandPop","G",20,"Non-edge",1,NA,NA,NA,NA,NA,NA,NA
"2014","Serp","SerpPop","G",23,"Non-edge",1,"23-Mar","pink",1,36,13,NA,NA
"2014","Serp","SandPop","G",24,"Edge",1,NA,NA,0,0,0,NA,NA
